state,nsoil,psoil,ksoil,temperature,humidity,ph,rainfall,cropprice,crop,yield,totalprice,soiltype
uttarpradesh,140,40,17,22.7276717,77.0759806,6.00608578,77.5517631,3800,ginger,5,19000,sandyclayloam
uttarpradesh,140,40,17,22.7276717,77.0759806,6.00608578,77.5517631,3800,ginger,5,19000,regur
uttarpradesh,140,40,17,22.7276717,77.0759806,6.00608578,77.5517631,3800,ginger,5,19000,inceptisols
uttarpradesh,140,40,17,22.7276717,77.0759806,6.00608578,77.5517631,3800,ginger,5,19000,loamy
uttarpradesh,140,40,17,22.7276717,77.0759806,6.00608578,77.5517631,3800,ginger,5,19000,alluvial
uttarpradesh,40,5,29,28.484449,97.7686545,5.82097879,160.389421,3540,ginger,5,17700,desert
uttarpradesh,40,5,29,28.484449,97.7686545,5.82097879,160.389421,3540,ginger,5,17700,desert
uttarpradesh,40,5,29,28.484449,97.7686545,5.82097879,160.389421,3540,ginger,5,17700,sandy
uttarpradesh,40,5,29,28.484449,97.7686545,5.82097879,160.389421,3540,ginger,5,17700,red
uttarpradesh,40,5,29,28.484449,97.7686545,5.82097879,160.389421,3540,ginger,5,17700,sandyclayloam
uttarpradesh,40,5,29,28.484449,97.7686545,5.82097879,160.389421,3540,ginger,5,17700,regur
uttarpradesh,40,5,29,28.484449,97.7686545,5.82097879,160.389421,3540,ginger,5,17700,inceptisols
uttarpradesh,40,5,29,28.484449,97.7686545,5.82097879,160.389421,3540,ginger,5,17700,loamy
uttarpradesh,40,5,29,28.484449,97.7686545,5.82097879,160.389421,3540,ginger,5,17700,alluvial
kerala,21,74,15,29.4909672,67.1060438,6.47186211,153.25045,8500,ginger,2.54,21590,desert
kerala,21,74,15,29.4909672,67.1060438,6.47186211,153.25045,8500,ginger,2.54,21590,desert
kerala,21,74,15,29.4909672,67.1060438,6.47186211,153.25045,8500,ginger,2.54,21590,sandy
kerala,21,74,15,29.4909672,67.1060438,6.47186211,153.25045,8500,ginger,2.54,21590,red
kerala,21,74,15,29.4909672,67.1060438,6.47186211,153.25045,8500,ginger,2.54,21590,sandyclayloam
kerala,21,74,15,29.4909672,67.1060438,6.47186211,153.25045,8500,ginger,2.54,21590,regur
kerala,21,74,15,29.4909672,67.1060438,6.47186211,153.25045,8500,ginger,2.54,21590,inceptisols
kerala,21,74,15,29.4909672,67.1060438,6.47186211,153.25045,8500,ginger,2.54,21590,loamy
kerala,21,74,15,29.4909672,67.1060438,6.47186211,153.25045,8500,ginger,2.54,21590,alluvial
uttarpradesh,134,56,18,23.8083461,83.919026,6.6912681,70.973583,2745,ginger,5,13725,desert
uttarpradesh,134,56,18,23.8083461,83.919026,6.6912681,70.973583,2745,ginger,5,13725,desert
uttarpradesh,134,56,18,23.8083461,83.919026,6.6912681,70.973583,2745,ginger,5,13725,sandy
uttarpradesh,134,56,18,23.8083461,83.919026,6.6912681,70.973583,2745,ginger,5,13725,red
uttarpradesh,134,56,18,23.8083461,83.919026,6.6912681,70.973583,2745,ginger,5,13725,sandyclayloam
uttarpradesh,134,56,18,23.8083461,83.919026,6.6912681,70.973583,2745,ginger,5,13725,regur
uttarpradesh,134,56,18,23.8083461,83.919026,6.6912681,70.973583,2745,ginger,5,13725,inceptisols
uttarpradesh,134,56,18,23.8083461,83.919026,6.6912681,70.973583,2745,ginger,5,13725,loamy
uttarpradesh,134,56,18,23.8083461,83.919026,6.6912681,70.973583,2745,ginger,5,13725,alluvial
kerala,31,35,23,30.3026045,47.1828363,7.70759505,68.0403981,7000,ginger,2.54,17780,desert
kerala,31,35,23,30.3026045,47.1828363,7.70759505,68.0403981,7000,ginger,2.54,17780,desert
kerala,31,35,23,30.3026045,47.1828363,7.70759505,68.0403981,7000,ginger,2.54,17780,sandy
kerala,31,35,23,30.3026045,47.1828363,7.70759505,68.0403981,7000,ginger,2.54,17780,red
kerala,31,35,23,30.3026045,47.1828363,7.70759505,68.0403981,7000,ginger,2.54,17780,sandyclayloam
kerala,31,35,23,30.3026045,47.1828363,7.70759505,68.0403981,7000,ginger,2.54,17780,regur
kerala,31,35,23,30.3026045,47.1828363,7.70759505,68.0403981,7000,ginger,2.54,17780,inceptisols
kerala,31,35,23,30.3026045,47.1828363,7.70759505,68.0403981,7000,ginger,2.54,17780,loamy
kerala,31,35,23,30.3026045,47.1828363,7.70759505,68.0403981,7000,ginger,2.54,17780,alluvial
uttarpradesh,38,51,52,32.6616059,90.7893168,6.92780391,78.850855,3900,ginger,5,19500,desert
uttarpradesh,38,51,52,32.6616059,90.7893168,6.92780391,78.850855,3900,ginger,5,19500,desert
uttarpradesh,38,51,52,32.6616059,90.7893168,6.92780391,78.850855,3900,ginger,5,19500,sandy
uttarpradesh,38,51,52,32.6616059,90.7893168,6.92780391,78.850855,3900,ginger,5,19500,red
uttarpradesh,38,51,52,32.6616059,90.7893168,6.92780391,78.850855,3900,ginger,5,19500,sandyclayloam
uttarpradesh,38,51,52,32.6616059,90.7893168,6.92780391,78.850855,3900,ginger,5,19500,regur
uttarpradesh,38,51,52,32.6616059,90.7893168,6.92780391,78.850855,3900,ginger,5,19500,inceptisols
uttarpradesh,38,51,52,32.6616059,90.7893168,6.92780391,78.850855,3900,ginger,5,19500,loamy
uttarpradesh,38,51,52,32.6616059,90.7893168,6.92780391,78.850855,3900,ginger,5,19500,alluvial
kerala,27,56,20,29.2114218,87.114978,6.41874299,51.5384821,8000,ginger,2.54,20320,desert
kerala,27,56,20,29.2114218,87.114978,6.41874299,51.5384821,8000,ginger,2.54,20320,desert
kerala,27,56,20,29.2114218,87.114978,6.41874299,51.5384821,8000,ginger,2.54,20320,sandy
kerala,27,56,20,29.2114218,87.114978,6.41874299,51.5384821,8000,ginger,2.54,20320,red
kerala,27,56,20,29.2114218,87.114978,6.41874299,51.5384821,8000,ginger,2.54,20320,sandyclayloam
kerala,27,56,20,29.2114218,87.114978,6.41874299,51.5384821,8000,ginger,2.54,20320,regur
kerala,27,56,20,29.2114218,87.114978,6.41874299,51.5384821,8000,ginger,2.54,20320,inceptisols
kerala,27,56,20,29.2114218,87.114978,6.41874299,51.5384821,8000,ginger,2.54,20320,loamy
kerala,27,56,20,29.2114218,87.114978,6.41874299,51.5384821,8000,ginger,2.54,20320,alluvial
kerala,36,56,20,25.4123765,49.6647426,7.43707823,31.8741698,8800,ginger,2.54,22352,desert
kerala,36,56,20,25.4123765,49.6647426,7.43707823,31.8741698,8800,ginger,2.54,22352,desert
kerala,36,56,20,25.4123765,49.6647426,7.43707823,31.8741698,8800,ginger,2.54,22352,sandy
kerala,36,56,20,25.4123765,49.6647426,7.43707823,31.8741698,8800,ginger,2.54,22352,red
kerala,36,56,20,25.4123765,49.6647426,7.43707823,31.8741698,8800,ginger,2.54,22352,sandyclayloam
kerala,36,56,20,25.4123765,49.6647426,7.43707823,31.8741698,8800,ginger,2.54,22352,regur
kerala,36,56,20,25.4123765,49.6647426,7.43707823,31.8741698,8800,ginger,2.54,22352,inceptisols
kerala,36,56,20,25.4123765,49.6647426,7.43707823,31.8741698,8800,ginger,2.54,22352,loamy
kerala,36,56,20,25.4123765,49.6647426,7.43707823,31.8741698,8800,ginger,2.54,22352,alluvial
uttarpradesh,15,14,8,10.0108131,90.2239922,6.22094286,119.394106,2700,ginger,5,13500,desert
uttarpradesh,15,14,8,10.0108131,90.2239922,6.22094286,119.394106,2700,ginger,5,13500,desert
uttarpradesh,15,14,8,10.0108131,90.2239922,6.22094286,119.394106,2700,ginger,5,13500,sandy
uttarpradesh,15,14,8,10.0108131,90.2239922,6.22094286,119.394106,2700,ginger,5,13500,red
uttarpradesh,15,14,8,10.0108131,90.2239922,6.22094286,119.394106,2700,ginger,5,13500,sandyclayloam
uttarpradesh,15,14,8,10.0108131,90.2239922,6.22094286,119.394106,2700,ginger,5,13500,regur
uttarpradesh,15,14,8,10.0108131,90.2239922,6.22094286,119.394106,2700,ginger,5,13500,inceptisols
uttarpradesh,15,14,8,10.0108131,90.2239922,6.22094286,119.394106,2700,ginger,5,13500,loamy
uttarpradesh,15,14,8,10.0108131,90.2239922,6.22094286,119.394106,2700,ginger,5,13500,alluvial
haryana,58,70,84,20.6543203,16.6082084,6.23104902,74.6631118,8000,ginger,8.19,65520,desert
haryana,58,70,84,20.6543203,16.6082084,6.23104902,74.6631118,8000,ginger,8.19,65520,desert
haryana,58,70,84,20.6543203,16.6082084,6.23104902,74.6631118,8000,ginger,8.19,65520,sandy
haryana,58,70,84,20.6543203,16.6082084,6.23104902,74.6631118,8000,ginger,8.19,65520,red
haryana,58,70,84,20.6543203,16.6082084,6.23104902,74.6631118,8000,ginger,8.19,65520,sandyclayloam
haryana,58,70,84,20.6543203,16.6082084,6.23104902,74.6631118,8000,ginger,8.19,65520,regur
haryana,58,70,84,20.6543203,16.6082084,6.23104902,74.6631118,8000,ginger,8.19,65520,inceptisols
haryana,58,70,84,20.6543203,16.6082084,6.23104902,74.6631118,8000,ginger,8.19,65520,loamy
haryana,58,70,84,20.6543203,16.6082084,6.23104902,74.6631118,8000,ginger,8.19,65520,alluvial
uttarpradesh,102,11,47,27.9878098,92.7822619,6.50490697,27.1450903,4550,ginger,5,22750,desert
uttarpradesh,102,11,47,27.9878098,92.7822619,6.50490697,27.1450903,4550,ginger,5,22750,desert
uttarpradesh,102,11,47,27.9878098,92.7822619,6.50490697,27.1450903,4550,ginger,5,22750,sandy
uttarpradesh,102,11,47,27.9878098,92.7822619,6.50490697,27.1450903,4550,ginger,5,22750,red
uttarpradesh,102,11,47,27.9878098,92.7822619,6.50490697,27.1450903,4550,ginger,5,22750,sandyclayloam
uttarpradesh,102,11,47,27.9878098,92.7822619,6.50490697,27.1450903,4550,ginger,5,22750,regur
uttarpradesh,102,11,47,27.9878098,92.7822619,6.50490697,27.1450903,4550,ginger,5,22750,inceptisols
uttarpradesh,102,11,47,27.9878098,92.7822619,6.50490697,27.1450903,4550,ginger,5,22750,loamy
uttarpradesh,102,11,47,27.9878098,92.7822619,6.50490697,27.1450903,4550,ginger,5,22750,alluvial
kerala,32,48,18,26.4570777,56.4022627,5.99351356,64.1616769,8600,ginger,2.54,21844,desert
kerala,32,48,18,26.4570777,56.4022627,5.99351356,64.1616769,8600,ginger,2.54,21844,desert
kerala,32,48,18,26.4570777,56.4022627,5.99351356,64.1616769,8600,ginger,2.54,21844,sandy
kerala,32,48,18,26.4570777,56.4022627,5.99351356,64.1616769,8600,ginger,2.54,21844,red
kerala,32,48,18,26.4570777,56.4022627,5.99351356,64.1616769,8600,ginger,2.54,21844,sandyclayloam
kerala,32,48,18,26.4570777,56.4022627,5.99351356,64.1616769,8600,ginger,2.54,21844,regur
kerala,32,48,18,26.4570777,56.4022627,5.99351356,64.1616769,8600,ginger,2.54,21844,inceptisols
kerala,32,48,18,26.4570777,56.4022627,5.99351356,64.1616769,8600,ginger,2.54,21844,loamy
kerala,32,48,18,26.4570777,56.4022627,5.99351356,64.1616769,8600,ginger,2.54,21844,alluvial
haryana,20,60,78,18.1723499,14.7008596,6.35874035,90.7760707,9000,ginger,8.19,73710,desert
haryana,20,60,78,18.1723499,14.7008596,6.35874035,90.7760707,9000,ginger,8.19,73710,desert
haryana,20,60,78,18.1723499,14.7008596,6.35874035,90.7760707,9000,ginger,8.19,73710,sandy
haryana,20,60,78,18.1723499,14.7008596,6.35874035,90.7760707,9000,ginger,8.19,73710,red
haryana,20,60,78,18.1723499,14.7008596,6.35874035,90.7760707,9000,ginger,8.19,73710,sandyclayloam
haryana,20,60,78,18.1723499,14.7008596,6.35874035,90.7760707,9000,ginger,8.19,73710,regur
haryana,20,60,78,18.1723499,14.7008596,6.35874035,90.7760707,9000,ginger,8.19,73710,inceptisols
haryana,20,60,78,18.1723499,14.7008596,6.35874035,90.7760707,9000,ginger,8.19,73710,loamy
haryana,20,60,78,18.1723499,14.7008596,6.35874035,90.7760707,9000,ginger,8.19,73710,alluvial
uttarpradesh,13,126,204,23.1094265,92.796308,6.38318027,108.183792,1820,ginger,5,9100,desert
uttarpradesh,13,126,204,23.1094265,92.796308,6.38318027,108.183792,1820,ginger,5,9100,desert
uttarpradesh,13,126,204,23.1094265,92.796308,6.38318027,108.183792,1820,ginger,5,9100,sandy
uttarpradesh,13,126,204,23.1094265,92.796308,6.38318027,108.183792,1820,ginger,5,9100,red
uttarpradesh,13,126,204,23.1094265,92.796308,6.38318027,108.183792,1820,ginger,5,9100,sandyclayloam
uttarpradesh,13,126,204,23.1094265,92.796308,6.38318027,108.183792,1820,ginger,5,9100,regur
uttarpradesh,13,126,204,23.1094265,92.796308,6.38318027,108.183792,1820,ginger,5,9100,inceptisols
uttarpradesh,13,126,204,23.1094265,92.796308,6.38318027,108.183792,1820,ginger,5,9100,loamy
uttarpradesh,13,126,204,23.1094265,92.796308,6.38318027,108.183792,1820,ginger,5,9100,alluvial
kerala,27,40,24,27.8402651,89.9961555,7.06302209,52.84626,7000,ginger,2.54,17780,desert
kerala,27,40,24,27.8402651,89.9961555,7.06302209,52.84626,7000,ginger,2.54,17780,desert
kerala,27,40,24,27.8402651,89.9961555,7.06302209,52.84626,7000,ginger,2.54,17780,sandy
kerala,27,40,24,27.8402651,89.9961555,7.06302209,52.84626,7000,ginger,2.54,17780,red
kerala,27,40,24,27.8402651,89.9961555,7.06302209,52.84626,7000,ginger,2.54,17780,sandyclayloam
kerala,27,40,24,27.8402651,89.9961555,7.06302209,52.84626,7000,ginger,2.54,17780,regur
kerala,27,40,24,27.8402651,89.9961555,7.06302209,52.84626,7000,ginger,2.54,17780,inceptisols
kerala,27,40,24,27.8402651,89.9961555,7.06302209,52.84626,7000,ginger,2.54,17780,loamy
kerala,27,40,24,27.8402651,89.9961555,7.06302209,52.84626,7000,ginger,2.54,17780,alluvial
kerala,34,45,21,28.1883713,82.6062965,6.28738011,37.0111043,4000,ginger,2.54,10160,desert
kerala,34,45,21,28.1883713,82.6062965,6.28738011,37.0111043,4000,ginger,2.54,10160,desert
kerala,34,45,21,28.1883713,82.6062965,6.28738011,37.0111043,4000,ginger,2.54,10160,sandy
kerala,34,45,21,28.1883713,82.6062965,6.28738011,37.0111043,4000,ginger,2.54,10160,red
kerala,34,45,21,28.1883713,82.6062965,6.28738011,37.0111043,4000,ginger,2.54,10160,sandyclayloam
kerala,34,45,21,28.1883713,82.6062965,6.28738011,37.0111043,4000,ginger,2.54,10160,regur
kerala,34,45,21,28.1883713,82.6062965,6.28738011,37.0111043,4000,ginger,2.54,10160,inceptisols
kerala,34,45,21,28.1883713,82.6062965,6.28738011,37.0111043,4000,ginger,2.54,10160,loamy
kerala,34,45,21,28.1883713,82.6062965,6.28738011,37.0111043,4000,ginger,2.54,10160,alluvial
kerala,19,55,20,27.433294,87.8050773,7.18530147,54.7336763,8200,ginger,2.54,20828,desert
kerala,19,55,20,27.433294,87.8050773,7.18530147,54.7336763,8200,ginger,2.54,20828,desert
kerala,19,55,20,27.433294,87.8050773,7.18530147,54.7336763,8200,ginger,2.54,20828,sandy
kerala,19,55,20,27.433294,87.8050773,7.18530147,54.7336763,8200,ginger,2.54,20828,red
kerala,19,55,20,27.433294,87.8050773,7.18530147,54.7336763,8200,ginger,2.54,20828,sandyclayloam
kerala,19,55,20,27.433294,87.8050773,7.18530147,54.7336763,8200,ginger,2.54,20828,regur
kerala,19,55,20,27.433294,87.8050773,7.18530147,54.7336763,8200,ginger,2.54,20828,inceptisols
kerala,19,55,20,27.433294,87.8050773,7.18530147,54.7336763,8200,ginger,2.54,20828,loamy
kerala,19,55,20,27.433294,87.8050773,7.18530147,54.7336763,8200,ginger,2.54,20828,alluvial
himachalpradesh,39,76,76,19.9683746,15.5732438,8.13590072,69.1575906,8750,ginger,2.89,25287.5,desert
himachalpradesh,39,76,76,19.9683746,15.5732438,8.13590072,69.1575906,8750,ginger,2.89,25287.5,desert
himachalpradesh,39,76,76,19.9683746,15.5732438,8.13590072,69.1575906,8750,ginger,2.89,25287.5,sandy
himachalpradesh,39,76,76,19.9683746,15.5732438,8.13590072,69.1575906,8750,ginger,2.89,25287.5,red
himachalpradesh,39,76,76,19.9683746,15.5732438,8.13590072,69.1575906,8750,ginger,2.89,25287.5,sandyclayloam
himachalpradesh,39,76,76,19.9683746,15.5732438,8.13590072,69.1575906,8750,ginger,2.89,25287.5,regur
himachalpradesh,39,76,76,19.9683746,15.5732438,8.13590072,69.1575906,8750,ginger,2.89,25287.5,inceptisols
himachalpradesh,39,76,76,19.9683746,15.5732438,8.13590072,69.1575906,8750,ginger,2.89,25287.5,loamy
himachalpradesh,39,76,76,19.9683746,15.5732438,8.13590072,69.1575906,8750,ginger,2.89,25287.5,alluvial
kerala,27,59,20,28.0093742,52.6095001,4.3976988,36.0120302,8900,ginger,2.54,22606,desert
kerala,27,59,20,28.0093742,52.6095001,4.3976988,36.0120302,8900,ginger,2.54,22606,desert
kerala,27,59,20,28.0093742,52.6095001,4.3976988,36.0120302,8900,ginger,2.54,22606,sandy
kerala,27,59,20,28.0093742,52.6095001,4.3976988,36.0120302,8900,ginger,2.54,22606,red
kerala,27,59,20,28.0093742,52.6095001,4.3976988,36.0120302,8900,ginger,2.54,22606,sandyclayloam
kerala,27,59,20,28.0093742,52.6095001,4.3976988,36.0120302,8900,ginger,2.54,22606,regur
kerala,27,59,20,28.0093742,52.6095001,4.3976988,36.0120302,8900,ginger,2.54,22606,inceptisols
kerala,27,59,20,28.0093742,52.6095001,4.3976988,36.0120302,8900,ginger,2.54,22606,loamy
kerala,27,59,20,28.0093742,52.6095001,4.3976988,36.0120302,8900,ginger,2.54,22606,alluvial
himachalpradesh,3,77,25,24.8490616,22.8946464,5.60816519,62.2129218,9800,ginger,2.89,28322,desert
himachalpradesh,3,77,25,24.8490616,22.8946464,5.60816519,62.2129218,9800,ginger,2.89,28322,desert
himachalpradesh,3,77,25,24.8490616,22.8946464,5.60816519,62.2129218,9800,ginger,2.89,28322,sandy
himachalpradesh,3,77,25,24.8490616,22.8946464,5.60816519,62.2129218,9800,ginger,2.89,28322,red
himachalpradesh,3,77,25,24.8490616,22.8946464,5.60816519,62.2129218,9800,ginger,2.89,28322,sandyclayloam
himachalpradesh,3,77,25,24.8490616,22.8946464,5.60816519,62.2129218,9800,ginger,2.89,28322,regur
himachalpradesh,3,77,25,24.8490616,22.8946464,5.60816519,62.2129218,9800,ginger,2.89,28322,inceptisols
himachalpradesh,3,77,25,24.8490616,22.8946464,5.60816519,62.2129218,9800,ginger,2.89,28322,loamy
himachalpradesh,3,77,25,24.8490616,22.8946464,5.60816519,62.2129218,9800,ginger,2.89,28322,alluvial
uttarpradesh,70,50,53,37.4620912,90.449678,6.93380974,172.345844,3245,ginger,5,16225,desert
uttarpradesh,70,50,53,37.4620912,90.449678,6.93380974,172.345844,3245,ginger,5,16225,desert
uttarpradesh,70,50,53,37.4620912,90.449678,6.93380974,172.345844,3245,ginger,5,16225,sandy
uttarpradesh,70,50,53,37.4620912,90.449678,6.93380974,172.345844,3245,ginger,5,16225,red
uttarpradesh,70,50,53,37.4620912,90.449678,6.93380974,172.345844,3245,ginger,5,16225,sandyclayloam
uttarpradesh,70,50,53,37.4620912,90.449678,6.93380974,172.345844,3245,ginger,5,16225,regur
uttarpradesh,70,50,53,37.4620912,90.449678,6.93380974,172.345844,3245,ginger,5,16225,inceptisols
uttarpradesh,70,50,53,37.4620912,90.449678,6.93380974,172.345844,3245,ginger,5,16225,loamy
uttarpradesh,70,50,53,37.4620912,90.449678,6.93380974,172.345844,3245,ginger,5,16225,alluvial
himachalpradesh,19,65,25,18.0955101,18.2931843,5.62509644,144.790232,9000,ginger,2.89,26010,desert
himachalpradesh,19,65,25,18.0955101,18.2931843,5.62509644,144.790232,9000,ginger,2.89,26010,desert
himachalpradesh,19,65,25,18.0955101,18.2931843,5.62509644,144.790232,9000,ginger,2.89,26010,sandy
himachalpradesh,19,65,25,18.0955101,18.2931843,5.62509644,144.790232,9000,ginger,2.89,26010,red
himachalpradesh,19,65,25,18.0955101,18.2931843,5.62509644,144.790232,9000,ginger,2.89,26010,sandyclayloam
himachalpradesh,19,65,25,18.0955101,18.2931843,5.62509644,144.790232,9000,ginger,2.89,26010,regur
himachalpradesh,19,65,25,18.0955101,18.2931843,5.62509644,144.790232,9000,ginger,2.89,26010,inceptisols
himachalpradesh,19,65,25,18.0955101,18.2931843,5.62509644,144.790232,9000,ginger,2.89,26010,loamy
himachalpradesh,19,65,25,18.0955101,18.2931843,5.62509644,144.790232,9000,ginger,2.89,26010,alluvial
meghalaya,4,24,43,22.4042353,88.1508343,7.19950427,109.869519,6500,ginger,2.05,13325,desert
meghalaya,4,24,43,22.4042353,88.1508343,7.19950427,109.869519,6500,ginger,2.05,13325,desert
meghalaya,4,24,43,22.4042353,88.1508343,7.19950427,109.869519,6500,ginger,2.05,13325,sandy
meghalaya,4,24,43,22.4042353,88.1508343,7.19950427,109.869519,6500,ginger,2.05,13325,red
meghalaya,4,24,43,22.4042353,88.1508343,7.19950427,109.869519,6500,ginger,2.05,13325,sandyclayloam
meghalaya,4,24,43,22.4042353,88.1508343,7.19950427,109.869519,6500,ginger,2.05,13325,regur
meghalaya,4,24,43,22.4042353,88.1508343,7.19950427,109.869519,6500,ginger,2.05,13325,inceptisols
meghalaya,4,24,43,22.4042353,88.1508343,7.19950427,109.869519,6500,ginger,2.05,13325,loamy
meghalaya,4,24,43,22.4042353,88.1508343,7.19950427,109.869519,6500,ginger,2.05,13325,alluvial
nagaland,22,26,38,22.920523,85.1291216,6.98803531,110.243784,1700,ginger,9.12,15504,desert
nagaland,22,26,38,22.920523,85.1291216,6.98803531,110.243784,1700,ginger,9.12,15504,desert
nagaland,22,26,38,22.920523,85.1291216,6.98803531,110.243784,1700,ginger,9.12,15504,sandy
nagaland,22,26,38,22.920523,85.1291216,6.98803531,110.243784,1700,ginger,9.12,15504,red
nagaland,22,26,38,22.920523,85.1291216,6.98803531,110.243784,1700,ginger,9.12,15504,sandyclayloam
nagaland,22,26,38,22.920523,85.1291216,6.98803531,110.243784,1700,ginger,9.12,15504,regur
nagaland,22,26,38,22.920523,85.1291216,6.98803531,110.243784,1700,ginger,9.12,15504,inceptisols
nagaland,22,26,38,22.920523,85.1291216,6.98803531,110.243784,1700,ginger,9.12,15504,loamy
nagaland,22,26,38,22.920523,85.1291216,6.98803531,110.243784,1700,ginger,9.12,15504,alluvial
uttarpradesh,123,44,21,25.7854448,75.0053932,7.64111656,91.3957886,3200,ginger,5,16000,desert
uttarpradesh,123,44,21,25.7854448,75.0053932,7.64111656,91.3957886,3200,ginger,5,16000,desert
uttarpradesh,123,44,21,25.7854448,75.0053932,7.64111656,91.3957886,3200,ginger,5,16000,sandy
uttarpradesh,123,44,21,25.7854448,75.0053932,7.64111656,91.3957886,3200,ginger,5,16000,red
uttarpradesh,123,44,21,25.7854448,75.0053932,7.64111656,91.3957886,3200,ginger,5,16000,sandyclayloam
uttarpradesh,123,44,21,25.7854448,75.0053932,7.64111656,91.3957886,3200,ginger,5,16000,regur
uttarpradesh,123,44,21,25.7854448,75.0053932,7.64111656,91.3957886,3200,ginger,5,16000,inceptisols
uttarpradesh,123,44,21,25.7854448,75.0053932,7.64111656,91.3957886,3200,ginger,5,16000,loamy
uttarpradesh,123,44,21,25.7854448,75.0053932,7.64111656,91.3957886,3200,ginger,5,16000,alluvial
uttarpradesh,2,131,199,22.4742051,91.2275974,6.01737013,124.217969,2750,ginger,5,13750,desert
uttarpradesh,2,131,199,22.4742051,91.2275974,6.01737013,124.217969,2750,ginger,5,13750,desert
uttarpradesh,2,131,199,22.4742051,91.2275974,6.01737013,124.217969,2750,ginger,5,13750,sandy
uttarpradesh,2,131,199,22.4742051,91.2275974,6.01737013,124.217969,2750,ginger,5,13750,red
uttarpradesh,2,131,199,22.4742051,91.2275974,6.01737013,124.217969,2750,ginger,5,13750,sandyclayloam
uttarpradesh,2,131,199,22.4742051,91.2275974,6.01737013,124.217969,2750,ginger,5,13750,regur
uttarpradesh,2,131,199,22.4742051,91.2275974,6.01737013,124.217969,2750,ginger,5,13750,inceptisols
uttarpradesh,2,131,199,22.4742051,91.2275974,6.01737013,124.217969,2750,ginger,5,13750,loamy
uttarpradesh,2,131,199,22.4742051,91.2275974,6.01737013,124.217969,2750,ginger,5,13750,alluvial
odisha,12,20,39,19.8617358,86.1974091,6.02699932,111.021792,7500,ginger,10.24,76800,desert
odisha,12,20,39,19.8617358,86.1974091,6.02699932,111.021792,7500,ginger,10.24,76800,desert
odisha,12,20,39,19.8617358,86.1974091,6.02699932,111.021792,7500,ginger,10.24,76800,sandy
odisha,12,20,39,19.8617358,86.1974091,6.02699932,111.021792,7500,ginger,10.24,76800,red
odisha,12,20,39,19.8617358,86.1974091,6.02699932,111.021792,7500,ginger,10.24,76800,sandyclayloam
odisha,12,20,39,19.8617358,86.1974091,6.02699932,111.021792,7500,ginger,10.24,76800,regur
odisha,12,20,39,19.8617358,86.1974091,6.02699932,111.021792,7500,ginger,10.24,76800,inceptisols
odisha,12,20,39,19.8617358,86.1974091,6.02699932,111.021792,7500,ginger,10.24,76800,loamy
odisha,12,20,39,19.8617358,86.1974091,6.02699932,111.021792,7500,ginger,10.24,76800,alluvial
karnataka,11,78,22,23.8975679,22.7437897,5.94054681,112.661643,5500,ginger,9.19,50545,desert
karnataka,11,78,22,23.8975679,22.7437897,5.94054681,112.661643,5500,ginger,9.19,50545,desert
karnataka,11,78,22,23.8975679,22.7437897,5.94054681,112.661643,5500,ginger,9.19,50545,sandy
karnataka,11,78,22,23.8975679,22.7437897,5.94054681,112.661643,5500,ginger,9.19,50545,red
karnataka,11,78,22,23.8975679,22.7437897,5.94054681,112.661643,5500,ginger,9.19,50545,sandyclayloam
karnataka,11,78,22,23.8975679,22.7437897,5.94054681,112.661643,5500,ginger,9.19,50545,regur
karnataka,11,78,22,23.8975679,22.7437897,5.94054681,112.661643,5500,ginger,9.19,50545,inceptisols
karnataka,11,78,22,23.8975679,22.7437897,5.94054681,112.661643,5500,ginger,9.19,50545,loamy
karnataka,11,78,22,23.8975679,22.7437897,5.94054681,112.661643,5500,ginger,9.19,50545,alluvial
tamilnadu,82,18,48,29.0958829,94.1674838,6.15905081,26.7058132,6724,groundnut,0.9,6051.6,clayey
tamilnadu,82,18,48,29.0958829,94.1674838,6.15905081,26.7058132,6724,groundnut,0.9,6051.6,laterite
tamilnadu,82,18,48,29.0958829,94.1674838,6.15905081,26.7058132,6724,groundnut,0.9,6051.6,alluvial
tamilnadu,37,124,195,18.7067907,83.4795292,6.20992825,66.5964488,5000,groundnut,0.9,4500,clayey
tamilnadu,37,124,195,18.7067907,83.4795292,6.20992825,66.5964488,5000,groundnut,0.9,4500,laterite
tamilnadu,37,124,195,18.7067907,83.4795292,6.20992825,66.5964488,5000,groundnut,0.9,4500,alluvial
tamilnadu,35,125,204,19.6491772,80.1521577,6.10774178,73.6952958,5100,groundnut,0.9,4590,clayey
tamilnadu,35,125,204,19.6491772,80.1521577,6.10774178,73.6952958,5100,groundnut,0.9,4590,laterite
tamilnadu,35,125,204,19.6491772,80.1521577,6.10774178,73.6952958,5100,groundnut,0.9,4590,alluvial
tamilnadu,101,17,55,24.3711821,87.1269128,6.45149976,44.6390769,6620,groundnut,0.9,5958,clayey
tamilnadu,101,17,55,24.3711821,87.1269128,6.45149976,44.6390769,6620,groundnut,0.9,5958,laterite
tamilnadu,101,17,55,24.3711821,87.1269128,6.45149976,44.6390769,6620,groundnut,0.9,5958,alluvial
tamilnadu,90,14,52,24.8474084,89.2045462,6.39185843,59.6792724,7361,groundnut,0.9,6624.9,clayey
tamilnadu,90,14,52,24.8474084,89.2045462,6.39185843,59.6792724,7361,groundnut,0.9,6624.9,laterite
